506,James Daly,1,No,21660,16,101,19,5,1
507,James Frith,1,Yes,21555,26,101,19,5,1
508,Gareth Lloyd-Johnson,1,No,1584,29,101,19,5,1
509,Alan McCarthy,1,No,1240,8,101,19,5,1
510,Charlie Allen,2,No,802,20,101,19,5,1
511,Christian Wakeford,1,No,22034,16,102,19,5,1
512,Lucy Burke,2,No,21632,26,102,19,5,1
513,Richard Kilpatrick,1,No,2315,29,102,19,5,1
514,Andrea Livesey,2,No,1672,8,102,19,5,1
515,Ivan Lewis,1,Yes,1366,23,102,19,5,1
516,Glyn Heath,1,No,848,20,102,19,5,1
517,Michael Boyle,1,No,277,23,102,19,5,1
518,Gemma Evans,2,No,130,67,102,19,5,1
519,Jo Churchill,2,Yes,37770,16,103,47,1,1
520,Cliff Waterman,1,No,12782,26,103,47,1,1
521,Helen Geake,2,No,9711,20,103,47,1,1
522,Paul  Hopfensperger,1,No,1694,23,103,47,1,1
523,Wayne David,1,Yes,18018,26,104,20,10,4
524,Jane Pratt,2,No,11185,16,104,20,10,4
525,Lindsay Whittle,1,No,6424,37,104,20,10,4
526,Nathan Gill,1,No,4490,8,104,20,10,4
527,Jamie Stone,1,Yes,11705,29,105,41,7,3
528,Karl Rosie,1,No,11501,43,105,41,7,3
529,Andrew Sinclair,1,No,5176,16,105,41,7,3
530,Cheryl McDonald,2,No,1936,26,105,41,7,3
531,Sandra Skinner,2,No,1139,8,105,41,7,3
532,Craig Whittaker,1,Yes,29981,16,106,54,12,1
533,Josh Fenton-Glynn,1,No,24207,26,106,54,12,1
534,Javed Bashir,1,No,2884,29,106,54,12,1
535,Richard Phillips,1,No,721,28,106,54,12,1
536,Harriet Harman,2,Yes,40258,26,107,31,3,1
537,Peter  Quentin,1,No,6478,16,107,31,3,1
538,Julia Ogiehor,2,No,5087,29,107,31,3,1
539,Claire Sheppard,2,No,3501,20,107,31,3,1
540,Jean-Claude Cass-Horne,1,No,1041,8,107,31,3,1
541,Joshua Ogunleye,1,No,127,68,107,31,3,1
542,George Eustice,1,Yes,26764,16,108,9,9,1
543,Paul  Farmer ,1,No,18064,26,108,9,9,1
544,Florence  MacDonald,2,No,3504,29,108,9,9,1
545,Karen  La Borde,2,No,1359,20,108,9,9,1
546,Paul  Holmes,1,No,676,28,108,9,9,1
547,Daniel Zeichner,1,Yes,25776,26,109,5,1,1
548,Rod Cantrill,1,No,16137,29,109,5,1,1
549,Russell Perrin,1,No,8342,16,109,5,1,1
550,Jeremy Caddick,1,No,2164,20,109,5,1,1
551,Peter Dawe,1,No,1041,8,109,5,1,1
552,Miles  Hurley,1,No,111,23,109,5,1,1
553,Jane Robins,2,No,91,47,109,5,1,1
554,Keith Garrett,1,No,67,40,109,5,1,1
555,Amanda Milling,2,Yes,31636,16,110,46,11,1
556,Anne Hobbs,2,No,11757,26,110,46,11,1
557,Paul Woodhead,1,No,2920,20,110,46,11,1
558,Rosemary Duffield,2,Yes,29018,26,111,27,8,1
559,Anna Firth,2,No,27182,16,111,27,8,1
560,Claire Malcomson,2,No,3408,29,111,27,8,1
561,Michael Gould,1,No,505,23,111,27,8,1
562,Jo Stevens,2,Yes,25605,26,112,44,10,4
563,Meirion Jenkins,1,No,8426,16,112,44,10,4
564,Bablin Molik,2,No,6298,29,112,44,10,4
565,Gareth Pearce,1,No,1006,8,112,44,10,4
566,SiÃ¢n Caiach,2,No,280,21,112,44,10,4
567,Akil Kata,1,No,119,23,112,44,10,4
568,Brian Johnson,1,No,88,60,112,44,10,4
569,Anna McMorrin,2,Yes,26064,26,113,44,10,4
570,Mo Ali,1,No,19082,16,113,44,10,4
571,Rhys Taylor,1,No,3580,29,113,44,10,4
572,Steffan Webb,1,No,1606,37,113,44,10,4
573,Chris Butler,1,No,1311,8,113,44,10,4
574,Michael Cope,1,No,820,20,113,44,10,4
575,Richard Jones,1,No,203,23,113,44,10,4
576,Stephen Doughty,1,Yes,27382,27,114,44,10,4
577,Philippa Broom,2,No,14645,16,114,44,10,4
578,Dan Schmeising,1,No,2985,29,114,44,10,4
579,Nasir Adam,1,No,2386,37,114,44,10,4
580,Tim Price,1,No,1999,8,114,44,10,4
581,Ken Barker,1,No,1182,20,114,44,10,4
582,Kevin Brennan,1,Yes,23908,26,115,44,10,4
583,Carolyn Webster,2,No,12922,16,115,44,10,4
584,Boyd Clack,1,No,3864,37,115,44,10,4
585,Callum Littlemore,1,No,2731,29,115,44,10,4
586,Nick Mullins,1,No,1619,8,115,44,10,4
587,David Griffin,1,No,1133,20,115,44,10,4
588,John Stevenson,1,Yes,23659,16,116,10,5,1
589,Ruth Alcroft,2,No,15340,26,116,10,5,1
590,Julia Aglionby,2,No,2829,29,116,10,5,1
591,Fiona Mills,2,No,1045,63,116,10,5,1
592,Jonathan Edwards,1,Yes,15939,37,117,15,10,4
593,Havard Hughes,1,No,14130,16,117,15,10,4
594,Maria Carroll,2,No,8622,26,117,15,10,4
595,Pete Prosser,1,No,2311,8,117,15,10,4
596,Simon Hart,1,Yes,22183,16,118,15,10,4
597,Marc Tierney,1,No,14438,26,118,15,10,4
598,Glanville Thomas,1,No,3633,37,118,15,10,4
599,Alistair Cameron,1,No,1860,29,118,15,10,4
600,Elliot Colburn,1,No,20822,16,119,31,3,1
601,Thomas Brake,1,Yes,20193,29,119,31,3,1
602,Ahmad Wattoo,1,No,6081,26,119,31,3,1
603,James Woudhuysen,1,No,1043,8,119,31,3,1
604,Tracey  Hague,2,No,759,20,119,31,3,1
605,Ashley Dickenson,1,No,200,12,119,31,3,1
606,Rebecca Harris,2,Yes,33971,16,120,17,1,1
607,Katie Curtis,2,No,7337,26,120,17,1,1
608,John  Howson,1,No,2969,29,120,17,1,1
609,Philippa Whitford,2,Yes,21486,43,121,41,7,3
610,Derek Stillie,1,No,16182,16,121,41,7,3
611,Louise McPhater,2,No,6583,26,121,41,7,3
612,Emma Farthing,2,No,2283,29,121,41,7,3
613,Mel Stride,1,Yes,32095,16,122,12,9,1
614,Lisa  Robillard Webb,2,No,14374,26,122,12,9,1
615,Alison  Eden ,2,No,8770,29,122,12,9,1
616,Andy  Williamson,1,No,2833,20,122,12,9,1
617,Dan Poulter,1,Yes,35253,16,123,47,1,1
618,Emma Bonner-Morgan,2,No,11862,26,123,47,1,1
619,James  Sandbach,1,No,6485,29,123,47,1,1
620,Daniel Pratt,1,No,2650,20,123,47,1,1
621,Ben Lake,1,Yes,15208,37,124,15,10,4
622,Amanda Jenner,2,No,8879,16,124,15,10,4
623,Mark Williams,1,No,6975,29,124,15,10,4
624,Dinah Mulholland,2,No,6317,26,124,15,10,4
625,Gethin James,1,No,2063,8,124,15,10,4
626,Chris Simpson,1,No,663,20,124,15,10,4
627,Edward Argar,1,Yes,35121,16,125,29,2,1
628,Gary Godden,1,No,12724,26,125,29,2,1
629,Kate Tipton,2,No,4856,29,125,29,2,1
630,Laurie Needham,2,No,2664,20,125,29,2,1
631,Tracey Crouch,2,Yes,28856,16,126,27,8,1
632,Vince Maple,1,No,10316,26,126,27,8,1
633,David Naghi,1,No,2866,29,126,27,8,1
634,Geoff Wilkinson,1,No,1090,20,126,27,8,1
635,John Wesley Gibson,1,No,212,12,126,27,8,1
636,Mary Robinson,2,Yes,25694,16,127,19,5,1
637,Tom Morrison,1,No,23358,29,127,19,5,1
638,Zahid Chauhan,1,No,6851,26,127,19,5,1
639,Vicky Ford,2,Yes,31934,16,128,17,1,1
640,Marie Goldman,2,No,14313,29,128,17,1,1
641,Penny Richards,2,No,10295,26,128,17,1,1
642,Mark Lawrence,1,No,580,33,128,17,1,1
643,Greg Hands,1,Yes,23345,16,129,31,3,1
644,Nicola Horlick,2,No,12104,29,129,31,3,1
645,Matt  Uberoi,1,No,10872,26,129,31,3,1
646,Sam Morland,1,No,500,4,129,31,3,1
647,Alex Chalk,1,Yes,28486,16,130,18,9,1
648,Max  Wilkinson ,1,No,27505,29,130,18,9,1
649,George  Penny ,1,No,2921,26,130,18,9,1
650,George  Ridgeon ,1,No,445,33,130,18,9,1
651,Cheryl Gillan,2,Yes,30850,16,131,4,8,1
652,Dan Gallagher,1,No,14627,29,131,4,8,1
653,Matt Turmaine,1,No,7166,26,131,4,8,1
654,Alan Booth,1,No,3042,20,131,4,8,1
655,Toby Perkins,1,Yes,18171,26,132,11,2,1
656,Leigh Higgins,1,No,16720,16,132,11,2,1
657,John Scotting,1,No,4771,8,132,11,2,1
658,Emily Coy,2,No,3985,29,132,11,2,1
659,Neil  Jackson,1,No,1148,20,132,11,2,1
660,John Daramy,1,No,391,23,132,11,2,1
661,Gillian Keegan,2,Yes,35402,16,133,53,8,1
662,Kate O'Kelly,2,No,13912,29,133,53,8,1
663,Jay Morton,2,No,9069,26,133,53,8,1
664,Heather Barrie,2,No,2527,20,133,53,8,1
665,Adam Brown,1,No,224,30,133,53,8,1
666,Andrew Emerson,1,No,109,35,133,53,8,1
667,Iain Duncan Smith,1,Yes,23481,16,134,31,3,1
668,Faiza Shaheen,2,No,22219,26,134,31,3,1
669,Geoff Seeff,1,No,2744,29,134,31,3,1
670,Michelle Donelan,2,Yes,30994,16,135,55,9,1
671,Helen  Belcher,2,No,19706,29,135,55,9,1
672,Martha Anachury,2,No,6399,26,135,55,9,1
673,Theresa Villiers,2,Yes,25745,16,136,31,3,1
674,Emma Whysall,2,No,24533,26,136,31,3,1
675,Isabelle Parasram,2,No,5932,29,136,31,3,1
676,Gabrielle Bailey,2,No,1288,20,136,31,3,1
677,John Sheffield,1,No,71,1,136,31,3,1
678,Lindsay Hoyle,1,Yes,26831,51,137,28,5,1
679,Mark Brexit-Smith,1,No,9439,23,137,28,5,1
680,James Melling,1,No,3600,20,137,28,5,1
681,Christopher Chope,1,Yes,33894,16,138,13,9,1
682,Mike  Cox ,1,No,9277,29,138,13,9,1
683,Andrew  Dunne,1,No,6568,26,138,13,9,1
684,Chris  Rigby,1,No,2212,20,138,13,9,1
685,Nickie Aiken,2,No,17049,16,139,31,3,1
686,Chuka Umunna,1,Yes,13096,29,139,31,3,1
687,Gordon Nardell,1,No,11624,26,139,31,3,1
688,Zack Polanski,1,No,728,20,139,31,3,1
689,Jill McLachlan,2,No,125,12,139,31,3,1
690,Dirk van Heck,1,No,101,28,139,31,3,1
691,Christian Matheson,1,Yes,27082,26,140,6,5,1
692,Samantha George,2,No,20918,16,140,6,5,1
693,Bob Thompson,1,No,3734,29,140,6,5,1
694,Nicholas Brown,1,No,1438,8,140,6,5,1
695,Andy Argyle,1,No,1388,8,140,6,5,1
696,Mary Foy,2,No,20531,26,141,14,4,1
697,William Morgan,1,No,15506,16,141,14,4,1
698,Amanda Hopgood,2,No,7935,29,141,14,4,1
699,Lesley Wright,2,No,3252,8,141,14,4,1
700,Jonathan Elmer,1,No,1635,20,141,14,4,1
701,Giles Watling,1,Yes,31438,16,142,17,1,1
702,Kevin Bonavia,1,No,6736,26,142,17,1,1
703,Callum Robertson,1,No,2541,29,142,17,1,1
704,Chris Southall,1,No,1225,20,142,17,1,1
705,Andy Morgan,1,No,1099,23,142,17,1,1
706,Colin Bennett,1,No,243,23,142,17,1,1
707,Just-John Sexton,1,No,224,33,142,17,1,1
708,Martin Vickers,1,Yes,31969,16,143,25,12,1
709,Ros James,2,No,10551,26,143,25,12,1
710,Roy Horobin,1,No,2535,29,143,25,12,1
711,Jodi Shanahan,2,No,1284,20,143,25,12,1
712,Simon Baynes,1,No,16222,16,144,8,10,4
713,Susan Jones,2,Yes,14983,26,144,8,10,4
714,Chris Allen,1,No,2137,37,144,8,10,4
715,Calum Davies,1,No,1496,29,144,8,10,4
716,Jamie Adams,1,No,1468,8,144,8,10,4
717,David Jones,1,Yes,20403,20,145,8,10,4
718,Joanne Thomas,2,No,13656,26,145,8,10,4
719,Elfed Williams,1,No,3907,37,145,8,10,4
720,David Wilkins,1,No,2237,29,145,8,10,4
721,Steven Bonnar,1,No,22680,43,146,41,7,3
722,Hugh Gaffney,1,Yes,17056,26,146,41,7,3
723,Nathan Wilson,1,No,6113,16,146,41,7,3
724,David Stevens,1,No,1564,29,146,41,7,3
725,Patrick McAleer,1,No,808,20,146,41,7,3
726,Will Quince,1,Yes,26917,16,147,17,1,1
727,Tina McKay,2,No,17494,26,147,17,1,1
728,Martin Goss,1,No,7432,29,147,17,1,1
729,Mark Goacher,1,No,1530,20,147,17,1,1
730,Jason McCartney,1,No,29482,16,148,54,12,1
731,Thelma Walker,2,Yes,24379,26,148,54,12,1
732,Cahal Burke,1,No,3815,29,148,54,12,1
733,Sue Harrison,2,No,1268,8,148,54,12,1
734,Darryl Gould,1,No,1068,20,148,54,12,1
735,Owen Aspinall,1,No,548,61,148,54,12,1
736,Melanie Roberts,2,No,230,63,148,54,12,1
737,Colin Peel,1,No,102,23,148,54,12,1
738,Fiona Bruce,2,Yes,33747,16,149,6,5,1
739,Jo Dale,2,No,15186,26,149,6,5,1
740,Paul Duffy,1,No,6026,29,149,6,5,1
741,Richard McCarthy,1,No,1616,20,149,6,5,1
742,Jane Smith,2,No,658,4,149,6,5,1
743,Trudy Harrison,2,Yes,22856,16,150,10,5,1
744,Tony Lywood,1,No,17014,26,150,10,5,1
745,John Studholme,1,No,1888,29,150,10,5,1
746,Jack  Lenox,1,No,765,20,150,10,5,1
747,Tom Pursglove,1,Yes,33410,16,151,35,2,1
748,Beth Miller,2,No,23142,26,151,35,2,1
749,Chris Stanbra,1,No,3923,29,151,35,2,1
750,Colleen Fletcher,2,Yes,23412,26,152,52,11,1
751,Sophie Richards,2,No,15720,16,152,52,11,1
752,Iddrisu Sufyan,1,No,2110,8,152,52,11,1
753,Nukey Proctor,2,No,2061,29,152,52,11,1
754,Matthew Handley,1,No,1141,20,152,52,11,1
755,Taiwo Owatemi,2,No,20918,26,153,52,11,1
756,Clare Golby,2,No,20710,16,153,52,11,1
757,Greg  Judge,1,No,2717,29,153,52,11,1
758,Joshua  Richardson,1,No,1956,8,153,52,11,1
759,Stephen Gray,1,No,1443,20,153,52,11,1
760,Zarah Sultana,2,No,19544,26,154,52,11,1
761,Mattie Heaven,2,No,19143,16,154,52,11,1
762,Stephen Richmond,1,No,3398,29,154,52,11,1
763,James Crocker,1,No,1432,8,154,52,11,1
764,Becky Finlayson,2,No,1092,20,154,52,11,1
765,Ed Manning,1,No,435,23,154,52,11,1
766,Henry Smith,1,Yes,27040,16,155,53,8,1
767,Peter Lamb,1,No,18680,26,155,53,8,1
768,Khalil Yousuf,1,No,2728,29,155,53,8,1
769,Iain Dickson,1,No,1451,20,155,53,8,1
770,Kieran Mullan,1,No,28704,16,156,6,5,1
771,Laura Smith,2,Yes,20196,26,156,6,5,1
772,Matthew  Theobald,1,No,2618,29,156,6,5,1
773,Matt Wood,1,No,1390,8,156,6,5,1
774,Te Ata Browne,2,No,975,20,156,6,5,1
775,Andrew Kinsman,1,No,149,30,156,6,5,1
776,Sarah Jones,2,Yes,27124,26,157,31,3,1
777,Mario Creatura,1,No,21175,16,157,31,3,1
778,Simon Sprague,1,No,3532,29,157,31,3,1
779,Esther Sutton,2,No,1215,20,157,31,3,1
780,Peter Sonnex,1,No,999,8,157,31,3,1
781,Steve Reed,1,Yes,36495,27,158,31,3,1
782,Donald Ekekhomen,1,No,11822,16,158,31,3,1
783,Claire Bonham,2,No,4476,29,158,31,3,1
784,Rachel Chance,2,No,1629,20,158,31,3,1
785,Chidi Ngwaba,1,No,839,8,158,31,3,1
786,Candace Mictchell,2,No,348,12,158,31,3,1
787,Chris Philp,1,Yes,30985,16,159,31,3,1
788,Olga FitzRoy,2,No,18646,26,159,31,3,1
789,Anna  Jones,2,No,7503,29,159,31,3,1
790,Peter Underwood,1,No,1782,20,159,31,3,1
791,Kathleen Garner,2,No,442,63,159,31,3,1
792,Stuart C. McDonald,1,Yes,24158,43,160,41,7,3
793,James McPhilemy,1,No,11182,26,160,41,7,3
794,Roz McCall,2,No,7380,16,160,41,7,3
795,Susan Murray,2,No,2966,29,160,41,7,3
796,Beth Winter,2,No,15533,26,161,20,10,4
797,Pauline Church,2,No,6711,16,161,20,10,4
798,Rebecca Rees-Evans,2,No,3045,8,161,20,10,4
799,Geraint Benney,1,No,2562,37,161,20,10,4
800,Andrew Chainey,1,No,1322,56,161,20,10,4
801,Steve Bray,1,No,949,29,161,20,10,4
802,Ian McLean,1,No,114,47,161,20,10,4
803,Jon Cruddas,1,Yes,19468,26,162,31,3,1
804,Damian White,1,No,19175,16,162,31,3,1
805,Tom Bewick,1,No,2887,8,162,31,3,1
806,Sam Fisk,1,No,1182,29,162,31,3,1
807,Azzees Minott,2,No,602,20,162,31,3,1
808,Ron Emin,1,No,212,23,162,31,3,1
809,Terry London,1,No,209,23,162,31,3,1
810,Peter Gibson,1,No,20901,16,163,14,4,1
811,Jenny Chapman,2,Yes,17607,26,163,14,4,1
812,Anne-Marie Curry,2,No,2097,29,163,14,4,1
813,Dave Mawson,1,No,1544,8,163,14,4,1
814,Matthew Snedker,1,No,1057,20,163,14,4,1
815,Monty Brack,1,No,292,23,163,14,4,1
816,Gareth Johnson,1,Yes,34006,16,164,27,8,1
817,Sacha Gosine,1,No,14846,26,164,27,8,1
818,Kyle Marsh,1,No,3736,29,164,27,8,1
819,Mark Lindop,1,No,1435,20,164,27,8,1
820,Chris Heaton-Harris,1,Yes,37055,16,165,35,2,1
821,Paul Joyce,1,No,10975,26,165,35,2,1
822,Andrew Simpson,1,No,7032,29,165,35,2,1
823,Clare Slater,2,No,2341,20,165,35,2,1
824,Rob Roberts,1,No,16756,16,166,8,10,4
825,David Hanson,1,Yes,15891,26,166,8,10,4
826,Andrew Parkhurst,1,No,2346,29,166,8,10,4
827,Nigel Williams,1,No,1971,8,166,8,10,4
828,Paul Rowlinson,1,No,1406,37,166,8,10,4
829,Andrew Gwynne,1,Yes,19317,26,167,19,5,1
830,Iain Bott,1,No,13142,16,167,19,5,1
831,Martin Power,1,No,3039,8,167,19,5,1
832,Dominic  Hardwick,1,No,1642,29,167,19,5,1
833,Gary Lawson,1,No,1124,20,167,19,5,1
834,Farmin Lord F'Tang F'Tang  Dave,1,No,324,33,167,19,5,1
835,Amanda Solloway,2,No,21259,16,168,11,2,1
836,Tony Tinley,1,No,18719,26,168,11,2,1
837,Gregory Webb,1,No,3450,29,168,11,2,1
838,Alan Graves,1,No,1908,8,168,11,2,1
839,Helen Hitchcock,2,No,1046,20,168,11,2,1
840,Chris Williamson,1,Yes,635,23,168,11,2,1
841,Sarah Dines,2,No,29356,16,169,11,2,1
842,Claire Raw,2,No,11975,26,169,11,2,1
843,Robert Court,1,No,6627,29,169,11,2,1
844,Matt Buckler,1,No,2058,20,169,11,2,1
845,Margaret Beckett,2,Yes,21690,26,170,11,2,1
846,Ed Barker,1,No,15671,16,170,11,2,1
847,Joe Naitta,1,No,2621,29,170,11,2,1
848,Timothy  Prosser,1,No,2480,8,170,11,2,1
849,Danny Kruger,1,No,32150,16,171,55,9,1
850,Jo Waltham,2,No,8157,29,171,55,9,1
851,Rachael Schneider Ross,2,No,7838,26,171,55,9,1
852,Emma Dawnay,2,No,2809,20,171,55,9,1
853,Mark Eastwood,1,No,26179,16,172,54,12,1
854,Paula Sherriff,2,Yes,24618,26,172,54,12,1
855,John Rossington,1,No,2406,29,172,54,12,1
856,Philip James,1,No,1874,8,172,54,12,1
857,Simon Cope,1,No,1060,20,172,54,12,1
858,Archibald  Stanton,1,No,252,33,172,54,12,1
859,Rosie Winterton,2,Yes,16638,26,173,45,12,1
860,Roberto Weeden-Sanz,1,No,14360,16,173,45,12,1
861,Surjit Duhre,1,No,6842,8,173,45,12,1
862,Paul Horton,1,No,1748,29,173,45,12,1
863,Leon French,1,No,1012,61,173,45,12,1
864,Frank Sheridan,1,No,981,20,173,45,12,1
865,Edward Miliband,1,Yes,15740,26,174,45,12,1
866,Katrina Sale,2,No,13370,16,174,45,12,1
867,Andy  Stewart,1,No,8294,8,174,45,12,1
868,Joe Otten,1,No,1476,29,174,45,12,1
869,Stevie Manion,1,No,959,61,174,45,12,1
870,Frank Calladine,1,No,309,19,174,45,12,1
871,Eddie Todd,1,No,220,23,174,45,12,1
872,Wendy Bailey,2,No,188,23,174,45,12,1
873,Neil  Wood,1,No,142,23,174,45,12,1
874,Nick Fletcher,1,No,19609,16,175,45,12,1
875,Caroline Flint,2,Yes,15979,26,175,45,12,1
876,Paul Whitehurst,1,No,6247,8,175,45,12,1
877,Mark Alcock,1,No,1907,29,175,45,12,1
878,Kate Needham,2,No,872,20,175,45,12,1
879,Chris Holmes,1,No,823,61,175,45,12,1
880,Natalie Elphicke,2,No,28830,16,176,27,8,1
881,Charlotte Cornell,2,No,16552,26,176,27,8,1
882,Simon Dodd,1,No,2895,29,176,27,8,1
883,Beccy Sawbridge,2,No,1371,20,176,27,8,1
884,Nathan Sutton,1,No,916,23,176,27,8,1
885,Eljai Morais,2,No,137,67,176,27,8,1
886,Marco Longhi,1,No,23134,16,177,52,11,1
887,Melanie Dudley,2,No,11601,26,177,52,11,1
888,Ian Flynn,1,No,1210,29,177,52,11,1
889,Mike Harrison,1,No,739,20,177,52,11,1
890,Mike Wood,1,Yes,24835,16,178,52,11,1
891,Lucy Caldicott,2,No,9270,26,178,52,11,1
892,Jonathan  Bramall,1,No,1608,29,178,52,11,1
893,Cate Mohr,2,No,863,20,178,52,11,1
894,Helen Hayes,2,Yes,36521,26,179,31,3,1
895,Jonathan Bartley,1,No,9211,20,179,31,3,1
896,Jane Lyons,2,No,9160,16,179,31,3,1
897,Julia Stephenson,2,No,571,8,179,31,3,1
898,Anthony Hodgson,1,No,242,12,179,31,3,1
899,John Plume,1,No,73,63,179,31,3,1
900,Alister Jack,1,Yes,22678,16,180,41,7,3
901,Richard Arkless,1,No,20873,43,180,41,7,3
902,Ted Thompson,1,No,4745,26,180,41,7,3
903,McNabb Laurie,1,No,3133,29,180,41,7,3
904,David Mundell,1,Yes,22611,16,181,41,7,3
905,Amanda Burgauer,2,No,18830,43,181,41,7,3
906,Nick Chisholm,1,No,4172,26,181,41,7,3
907,John Ferry,1,No,3540,29,181,41,7,3
908,Stewart Hosie,1,Yes,24361,43,182,41,7,3
909,Philip Scott,1,No,10986,16,182,41,7,3
910,Rosalind Garton,2,No,6045,26,182,41,7,3
911,Michael Crichton,1,No,3573,29,182,41,7,3
912,George Morton,1,No,312,23,182,41,7,3
913,Chris Law,1,Yes,22355,43,183,41,7,3
914,Jim Malone,1,No,10096,26,183,41,7,3
915,Tess White,2,No,5149,16,183,41,7,3
916,Daniel Coleman,1,No,2468,29,183,41,7,3
917,Stuart Waiton,1,No,1271,8,183,41,7,3
918,Quinta Arrey,2,No,240,12,183,41,7,3
919,Douglas Chapman,1,Yes,23727,43,184,41,7,3
920,Cara Hilton,2,No,13028,27,184,41,7,3
921,Moira Benny,2,No,11207,16,184,41,7,3
922,Rebecca Bell,2,No,4262,29,184,41,7,3
923,Mags Hall,2,No,1258,20,184,41,7,3
924,Liz Saville Roberts,2,Yes,14447,37,185,21,10,4
925,Tomos Davies,1,No,9707,16,185,21,10,4
926,Graham Hogg,1,No,3998,26,185,21,10,4
927,Louise Hughes,2,No,1776,8,185,21,10,4
928,Rupa Huq,2,Yes,28132,26,186,31,3,1
929,Julian  Gallant,1,No,14832,16,186,31,3,1
930,Sonul Badiani,2,No,9444,29,186,31,3,1
931,Kate Crossland,2,No,1735,20,186,31,3,1
932,Samir Alsoodani,1,No,664,8,186,31,3,1
933,James Murray,1,No,28036,27,187,31,3,1
934,Anthony Pickles,1,No,15767,16,187,31,3,1
935,Henrietta Bewley,2,No,4370,29,187,31,3,1
936,Jeremy Parker,1,No,1458,20,187,31,3,1
937,Virendra Sharma,1,Yes,25678,26,188,31,3,1
938,Tom Bennett,1,No,9594,16,188,31,3,1
939,Tariq Mahmood,1,No,3933,29,188,31,3,1
940,Darren Moore,1,No,1688,20,188,31,3,1
941,Rosamund Beattie,2,No,867,8,188,31,3,1
942,Suzanne Fernandes,2,No,287,12,188,31,3,1
943,Hassan Zulkifal,1,No,170,68,188,31,3,1
944,Grahame Morris,1,Yes,15723,26,189,14,4,1
945,Clare Ambrosino,2,No,9142,16,189,14,4,1
946,Julie Maughan,2,No,6744,8,189,14,4,1
947,Dominic Haney,1,No,1526,29,189,14,4,1
948,Susan McDonnell,2,No,1448,58,189,14,4,1
949,Sammy Wilson,1,Yes,16871,18,190,36,6,2
950,Danny Donnelly,1,No,10165,2,190,36,6,2
951,Steve Aiken,1,No,5475,64,190,36,6,2
952,Oliver McMullan,1,No,2120,45,190,36,6,2
953,Aaron Rankin,1,No,1043,16,190,36,6,2
954,Angela Mulholland,2,No,902,46,190,36,6,2
955,Philip Randle,1,No,685,20,190,36,6,2
956,Caroline Ansell,2,No,26951,16,191,16,8,1
957,Stephen Lloyd,1,Yes,22620,29,191,16,8,1
958,Jake Lambert,1,No,3848,26,191,16,8,1
959,Stephen Gander,1,No,1530,8,191,16,8,1
960,Ken Pollock,1,No,185,23,191,16,8,1
961,Simon Jupp,1,No,32577,16,192,12,9,1
962,Claire Wright,2,No,25869,23,192,12,9,1
963,Dan Wilson,1,No,2870,26,192,12,9,1
964,Eleanor Rylance,2,No,1771,29,192,12,9,1
965,Henry Gent,1,No,711,20,192,12,9,1
966,Peter Faithfull,1,No,275,23,192,12,9,1
967,Amy Callaghan,2,No,19672,43,193,41,7,3
968,Jo Swinson,2,Yes,19523,29,193,41,7,3
969,Pam Gosal,2,No,7455,16,193,41,7,3
970,Callum McNally,1,No,4839,26,193,41,7,3
971,Carolynn Scrimgeour,2,No,916,20,193,41,7,3
972,Rosie Dickson,2,No,221,23,193,41,7,3
973,Donald MacKay,1,No,208,63,193,41,7,3
974,Liam McKechnie,1,No,197,42,193,41,7,3
975,Stephen Timms,1,Yes,41703,26,194,31,3,1
976,Scott Pattenden,1,No,8527,16,194,31,3,1
977,Michael Fox,1,No,2158,29,194,31,3,1
978,Alka Sehgal Cuthbert,2,No,1107,8,194,31,3,1
979,Mike Spracklin,1,No,883,20,194,31,3,1
980,Kamran Malik,1,No,250,15,194,31,3,1
981,Damian Hinds,1,Yes,33446,16,195,22,8,1
982,David Buxton,1,No,13750,29,195,22,8,1
983,Gaynor Austin,2,No,6287,26,195,22,8,1
984,Zoe Parker,2,No,2600,20,195,22,8,1
985,Jim Makin,1,No,616,63,195,22,8,1
986,Eddie Trotter,1,No,196,25,195,22,8,1
987,Lisa Cameron,2,Yes,26113,43,196,41,7,3
988,Monique McAdams,2,No,12791,26,196,41,7,3
989,Gail Macgregor,2,No,11961,16,196,41,7,3
990,Ewan McRobert,1,No,3760,29,196,41,7,3
991,Erica Bradley-Young,2,No,1153,20,196,41,7,3
992,David Mackay,1,No,559,63,196,41,7,3
993,Paul Holmes,1,No,32690,16,197,22,8,1
994,Lynda Murphy,2,No,17083,29,197,22,8,1
995,Sam Jordan,1,No,7559,26,197,22,8,1
996,Ron Meldrum,1,No,1639,20,197,22,8,1
997,Gregory Campbell,1,Yes,15765,18,198,36,6,2
998,Cara Hunter,2,No,6158,46,198,36,6,2
999,Dermot  Nicholl,1,No,6128,45,198,36,6,2
1000,Chris McCaw,1,No,5921,2,198,36,6,2
1001,Richard Holmes,1,No,3599,64,198,36,6,2
1002,SeÃ¡n McNicholl,1,No,1731,5,198,36,6,2
1003,Kenny MacAskill,1,No,21156,43,199,41,7,3
1004,Martin Whitfield,1,Yes,17270,26,199,41,7,3
1005,Craig Hoy,1,No,15523,16,199,41,7,3
1006,Robert O'Riordan,1,No,4071,29,199,41,7,3
1007,David Sisson,1,No,493,63,199,41,7,3
1008,Kirsten Oswald,2,No,24877,43,200,41,7,3
1009,Paul Masterton,1,Yes,19451,16,200,41,7,3
1010,Carolann Davidson,2,No,6855,26,200,41,7,3
